,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,pcp,tmax,tmin,YEAR,MONTH_NUM
128,Calaveras,2013-07-22T12:34:00Z,2013-07-23T15:10:00Z,"near the 4500 block of Chuckwagon Drive, Copperopolis",37.965364,-120.696362,Chuckwagon Fire,31.0,False,0.01,93.6,62.4,2013.0,7.0
129,Lake,2013-09-15T19:45:00Z,2013-09-15T17:14:00Z,near the community of Clearlake,38.9777,-122.683,Lakeshore Fire,30.0,True,1.17,80.2,51.6,2013.0,9.0
130,Lake,2013-06-05T16:05:00Z,2013-06-06T07:00:00Z,Lakeshore Drive and Patterson Drive in Clearlake Oaks,38.99233,-122.703193,Lake Fire,30.0,False,1.11,82.9,54.0,2013.0,6.0
131,San Bernardino,2013-04-20T17:30:00Z,2013-04-22T09:00:00Z,"west of Delamar Mountain, north of the community of Fawnskin, northside of Big Bear Lake",34.288877,-116.941311,Fawnskin Fire,30.0,False,0.02,80.4,53.1,2013.0,4.0
132,Sonoma,2013-06-10T00:46:00Z,2013-06-14T15:45:00Z,"throughout Sonoma, Solano, Lake & Colusa Counties",38.4229,-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,28.0,True,1.21,77.3,51.8,2013.0,6.0
133,Solano,2013-06-10T00:46:00Z,2013-06-14T15:45:00Z,"throughout Sonoma, Solano, Lake & Colusa Counties",38.4229,-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,28.0,True,0.24,86.7,57.3,2013.0,6.0
134,Lake,2013-06-10T00:46:00Z,2013-06-14T15:45:00Z,"throughout Sonoma, Solano, Lake & Colusa Counties",38.4229,-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,28.0,True,1.11,82.9,54.0,2013.0,6.0
135,Colusa,2013-06-10T00:46:00Z,2013-06-14T15:45:00Z,"throughout Sonoma, Solano, Lake & Colusa Counties",38.4229,-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,28.0,True,0.45,90.5,58.8,2013.0,6.0
136,Shasta,2013-08-14T15:37:00Z,2013-08-14T20:35:00Z,"Cloverdale Rd. and Dale Rd., Happy Valley, 9 miles SW of Redding",40.473356,-122.48259,Cloverdale Fire,27.0,False,0.16,87.9,55.4,2013.0,8.0
137,San Diego,2013-07-28T09:43:00Z,2013-07-28T17:50:00Z,Barrett Lake Road and Highway 94,32.612773,-116.707335,Flume Fire,25.0,False,0.39,90.6,64.0,2013.0,7.0
138,Lake,2013-06-20T14:29:00Z,2013-06-20T13:15:00Z,"Off Konocti Rd & Oak Hills Ln, east of Kelseyville",38.98058,-122.81796,Mount Fire,25.0,False,1.11,82.9,54.0,2013.0,6.0
139,Riverside,2013-05-20T13:47:00Z,2013-05-20T18:50:00Z,Off Sunset Ave & Mesa St in Banning,33.96201,-116.907213,Cherry Fire,25.0,False,0.13,88.3,60.3,2013.0,5.0
140,Lake,2013-11-23T14:17:00Z,2013-11-24T18:45:00Z,"Off Dam Rd, southeast of Clear Lake",38.9289,-122.5818,Dam Fire,23.0,False,1.4,64.4,40.5,2013.0,11.0
141,Riverside,2013-07-19T17:31:00Z,2013-07-19T19:30:00Z,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",33.94528,-117.09306,Gilman Fire,15.0,False,0.41,100.2,75.0,2013.0,7.0
142,Humboldt,2013-08-03T08:00:00Z,2013-08-03T15:00:00Z,"10 miles east of Somes Bar, California",41.333,-123.376,Orleans Complex,0.0,False,0.36,81.8,54.3,2013.0,8.0
143,Riverside,2013-06-09T12:30:00Z,2013-06-09T16:45:00Z,"Hathaway Canyon area, northeast of Banning",33.99647,-116.84137,Hathaway Fire,0.0,False,0.0,99.1,67.9,2013.0,6.0
144,El Dorado,2014-09-13T16:32:00Z,2014-10-09T17:20:00Z,Near Pollock Pines,38.805437,-120.629714,King Fire,97717.0,True,1.53,79.9,54.0,2014.0,9.0
145,Shasta,2014-07-30T20:15:00Z,2014-08-15T14:00:00Z,8 miles southeast of Fall River Mills,40.901,-121.368,Bald Fire,39736.0,False,0.1,94.5,61.3,2014.0,7.0
146,Siskiyou,2014-07-30T23:00:00Z,2014-08-18T09:45:00Z,"Community of Copco, South of Oregon Border",42.048,-122.345,Oregon Gulch Fire (part of the Beaver Complex),35302.0,False,0.3,88.6,56.8,2014.0,7.0
147,Shasta,2014-07-31T18:04:00Z,2014-08-25T10:00:00Z,12 miles southeast of Burney near Old Station,40.72,-121.562,Eiler Fire,32416.0,True,0.1,94.5,61.3,2014.0,7.0
148,Modoc,2014-07-30T19:01:00Z,2014-08-13T07:00:00Z,North of the community of Day,41.1336,-121.2144,Day Fire,13153.0,True,0.29,89.1,54.6,2014.0,7.0
149,Shasta,2014-07-11T15:37:00Z,2014-07-26T20:00:00Z,"Plantina Road at Bland Road, Igo",40.4314,-122.750788,Bully Fire,12661.0,True,0.1,94.5,61.3,2014.0,7.0
150,Yolo,2014-07-04T21:32:00Z,2014-07-12T18:00:00Z,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",38.512,-122.104,Monticello Fire,6488.0,True,0.01,95.9,62.4,2014.0,7.0
151,Shasta,2014-07-30T20:30:00Z,2014-11-14T13:00:00Z,East Fork of the Coffee Creek Drainage,41.141,-122.805,Coffee Fire,6258.0,False,0.1,94.5,61.3,2014.0,7.0
152,Siskiyou,2014-07-31T17:45:00Z,2014-08-18T10:00:00Z,near Little Deer Mountain along Highway 97,41.682,-122.127,Little Deer Fire,5503.0,False,0.3,88.6,56.8,2014.0,7.0
153,San Diego,2014-05-14T09:45:00Z,2014-05-19T09:20:00Z,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",33.3529,-117.284889,Tomahawk Fire,5367.0,True,0.02,80.9,54.2,2014.0,5.0
154,Napa,2014-07-01T12:08:00Z,2014-07-09T18:00:00Z,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",38.664,-122.454,Butts Fire,4300.0,True,0.0,89.4,58.7,2014.0,7.0
155,Lake,2014-07-01T12:08:00Z,2014-07-09T18:00:00Z,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",38.664,-122.454,Butts Fire,4300.0,True,0.0,91.7,61.3,2014.0,7.0
156,Amador,2014-07-25T16:34:00Z,2014-08-02T19:15:00Z,"East of Highway 49, 5 miles north of Plymouth",38.5691,-120.7819,Sand Fire,4240.0,True,0.13,93.2,62.4,2014.0,7.0
157,El Dorado,2014-07-25T16:34:00Z,2014-08-02T19:15:00Z,"East of Highway 49, 5 miles north of Plymouth",38.5691,-120.7819,Sand Fire,4240.0,True,0.35,88.2,60.7,2014.0,7.0
158,Kern,2014-08-18T14:30:00Z,2014-08-27T18:00:00Z,"north side of Hwy 155, northwest of Wofford Heights",35.7206,-118.4747,Way Fire,4045.0,False,0.09,93.8,64.7,2014.0,8.0
159,Kern,2014-06-13T17:00:00Z,2014-06-20T08:30:00Z,3 Miles south of Shirley Meadows,35.70683,-118.555527,Shirley Fire,3895.0,False,0.0,91.9,61.4,2014.0,6.0
160,San Bernardino,2014-04-30T08:00:00Z,2014-05-05T17:30:00Z,North of Rancho Cucamonga,34.169346,-117.547374,Etiwanda Fire,2143.0,True,0.25,79.3,52.4,2014.0,4.0
161,San Diego,2014-05-14T16:00:00Z,2014-05-22T18:15:00Z,"Village Drive and Twin Oaks Road, San Marcos",33.1137,-117.1599,Cocos Fire,1995.0,True,0.02,80.9,54.2,2014.0,5.0
162,Los Angeles,2014-01-16T05:50:00Z,2014-01-27T10:00:00Z,"near Morris Reservoir, north of Glendora",34.1703,-117.8816,Colby Fire,1952.0,False,0.07,69.0,44.8,2014.0,1.0
163,Kern,2014-07-11T13:46:00Z,2014-07-21T14:45:00Z,Kelso Valley/Onyx area,35.642,-118.15,Nicolls Fire ,1680.0,False,0.0,96.9,68.1,2014.0,7.0
164,Modoc,2014-07-01T19:00:00Z,2014-07-03T10:30:00Z,15 fires across the Modoc National Forest,41.89,-120.79,Modoc Lightning Complex,1651.0,False,0.29,89.1,54.6,2014.0,7.0
165,San Diego,2014-05-13T11:00:00Z,2014-05-17T20:14:00Z,"off Nighthawk Lane, southwest of Rancho Bernardo",33.003,-117.133,Bernardo Fire,1548.0,True,0.02,80.9,54.2,2014.0,5.0
166,Modoc,2014-07-03T15:46:00Z,2014-07-07T07:00:00Z,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",41.489,-120.904,Gulch Fire,1469.0,True,0.29,89.1,54.6,2014.0,7.0
167,San Diego,2014-05-16T11:24:00Z,2014-05-20T23:30:00Z,in the Talega area of Marine Corps Base Camp Pendleton,33.417572,-117.550567,San Mateo Fire,1457.0,False,0.02,80.9,54.2,2014.0,5.0
168,Shasta,2014-09-10T00:30:00Z,2014-09-16T09:30:00Z,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",40.7101,-122.171,Gulch Fire,1375.0,True,1.8,85.0,53.5,2014.0,9.0
169,Orange,2014-09-12T10:30:00Z,2014-09-22T15:00:00Z,off of Silverado Canyon Road south of Corona,33.748,-117.601,Silverado Fire,968.0,False,0.12,87.1,65.2,2014.0,9.0
170,Tehama,2014-01-02T20:00:00Z,2014-01-10T18:30:00Z,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",40.134597,-121.790183,Campbell Fire,865.0,False,0.5,64.5,39.6,2014.0,1.0
171,Santa Barbara,2014-05-13T14:00:00Z,2014-05-19T09:20:00Z,Off Santa Miguelito Canyon Road in Lompoc,34.609,-120.454,Miguelito Fire,632.0,True,0.04,77.3,49.4,2014.0,5.0
172,Madera,2014-08-18T13:50:00Z,2014-08-25T08:25:00Z,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",37.3433,-119.6581,Junction Fire,612.0,True,0.12,88.0,58.9,2014.0,8.0
173,San Diego,2014-05-14T10:30:00Z,2014-05-17T00:00:00Z,off Poinsettia Ln & Alicante Rd in Carlsbad,33.1109,-117.279,Poinsettia Fire,600.0,False,0.02,80.9,54.2,2014.0,5.0
174,Trinity,2014-08-24T16:36:00Z,2014-08-28T19:00:00Z,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",40.7412,-122.946,Oregon Fire,580.0,True,0.15,88.0,55.2,2014.0,8.0
175,Siskiyou,2014-09-15T13:38:00Z,2014-10-11T18:50:00Z,City of Weed,41.42384,-122.37432,Boles Fire,516.0,True,2.41,78.0,48.9,2014.0,9.0
176,Tuolumne,2014-06-04T11:45:00Z,2014-06-05T20:00:00Z,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",37.76617,-120.45087,59 Fire,487.0,False,0.1,78.1,48.5,2014.0,6.0
177,Monterey,2014-03-19T16:45:00Z,2014-03-21T18:00:00Z,"Off Encinal Rd, 8 miles southeast of Salinas",36.6313,-121.4819,Encinal Fire,400.0,True,2.13,68.9,42.9,2014.0,3.0
178,San Diego,2014-05-14T13:00:00Z,2014-05-15T18:30:00Z,off Old Hwy 395 and I-15 in the Deer Springs area ,33.312,-117.162,Highway Fire,380.0,True,0.02,80.9,54.2,2014.0,5.0
179,Humboldt,2014-01-04T12:00:00Z,2014-01-08T19:15:00Z,"South of Berry Summit, west of Willow Creek",40.884415,-123.773779,Red Fire,333.0,False,1.79,55.8,35.6,2014.0,1.0
180,Madera,2014-09-14T13:36:00Z,2014-09-22T07:15:00Z,"Courtney Lane and 7 Hills Rd, Oakhurst",37.311915,-119.604124,Courtney Fire,320.0,True,0.47,84.5,55.6,2014.0,9.0
181,Mariposa,2014-10-07T15:05:00Z,2014-10-12T18:00:00Z,"Hwy 140 at Indian Creek, El Portal Community",37.0,40.34,Dog Rock Fire,311.0,False,0.12,75.9,47.2,2014.0,10.0
182,Los Angeles,2014-08-17T14:30:00Z,2014-12-12T13:30:00Z,"18 miles north of Glendora, off Highway 39 and mile marker 28.",34.267,-117.867,Tecolote Fire,274.0,False,0.14,88.6,62.6,2014.0,8.0
183,Tuolumne,2014-06-05T13:04:00Z,2014-06-06T09:30:00Z,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",37.787,-120.452,Hetch Hetchy Fire,269.0,False,0.1,78.1,48.5,2014.0,6.0
184,Nevada,2014-09-13T14:07:00Z,2014-09-18T18:45:00Z,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,39.113682,-120.999508,Dog Bar Fire,247.0,True,1.09,79.0,51.1,2014.0,9.0
185,Tehama,2014-06-13T12:23:00Z,2014-06-13T13:50:00Z,"Rancho Tehama, southwest of Red Bluff",40.009827,-122.345078,Tehama Fire,225.0,False,0.04,88.7,58.4,2014.0,6.0
186,San Diego,2014-07-03T10:43:00Z,2014-07-06T09:15:00Z,"Banner Grade, east of Julian",33.078948,-116.576454,Banner Fire,217.0,True,0.12,91.3,64.7,2014.0,7.0
187,Humboldt,2014-09-12T15:00:00Z,2014-09-15T11:00:00Z,1 mile northwest of Hoopa,41.134,-123.753,Bald Hill 3 Fire,210.0,False,2.91,80.2,53.6,2014.0,9.0
188,Los Angeles,2014-08-14T12:48:00Z,2014-12-12T14:00:00Z,"upper end of East Fork San Gabriel River, North of Glendora",34.235,-117.771,Shoemaker Fire,190.0,False,0.14,88.6,62.6,2014.0,8.0
189,Lake,2014-05-25T12:20:00Z,2014-05-26T08:45:00Z,"Near Indian Valley Reservoir, East of Clearlake Oaks",39.1647,-122.5983,Indian Fire,175.0,False,0.11,76.2,47.6,2014.0,5.0
190,Shasta,2014-07-09T13:45:00Z,2014-07-10T07:30:00Z,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",40.6569,-122.2215,Dry Fire,143.0,False,0.1,94.5,61.3,2014.0,7.0
191,Mariposa,2014-06-10T15:11:00Z,2014-06-13T18:30:00Z,"Highway 49 and Haigh Rd., north of Coulterville",37.7103,-120.197,Haigh Fire,130.0,True,0.05,85.2,53.2,2014.0,6.0
192,San Diego,2014-03-08T12:30:00Z,2014-03-11T11:00:00Z,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",32.81,-116.49,Gun Fire,125.0,False,1.26,71.4,46.5,2014.0,3.0
193,Calaveras,2014-06-20T15:27:00Z,2014-06-21T19:00:00Z,"off George Reed Drive and Pool Station Road, San Andreas",120.679019,38.178241,Reed Fire,120.0,False,0.01,88.0,55.2,2014.0,6.0
194,Inyo,2014-04-19T15:54:00Z,2014-04-21T19:15:00Z,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",37.399,-118.352,Bridges Fire,113.0,True,0.17,74.1,46.5,2014.0,4.0
195,Fresno,2014-01-25T06:37:00Z,2014-01-26T18:00:00Z,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,36.8266,-119.3415,Lake Fire,106.0,False,0.58,60.8,34.4,2014.0,1.0
196,Modoc,2014-08-12T15:00:00Z,2014-08-13T06:15:00Z,"Northeast of Mud Springs, 9 miles South of Tionesta",41.507,-121.266,Little Fire,101.0,False,0.54,82.6,49.6,2014.0,8.0
197,El Dorado,2014-09-14T09:15:00Z,2014-09-17T18:45:00Z,Mokelumne Wilderness,38.59,-120.028,Irene Fire,94.0,False,1.53,79.9,54.0,2014.0,9.0
198,Calaveras,2014-06-22T12:37:00Z,2014-06-24T19:00:00Z,"Oak Valley Road at Pool Station Road, south of San Andreas",38.058,-120.66,Oak Fire,85.0,True,0.01,88.0,55.2,2014.0,6.0
199,Nevada,2014-08-18T10:00:00Z,2014-08-19T16:45:00Z,"off Interstate 80 at Hirschdale, east of Truckee ",39.3918,-120.0805,Boca Fire,84.0,False,0.69,82.6,55.1,2014.0,8.0
200,Contra Costa,2014-07-11T21:57:00Z,2014-07-12T18:00:00Z,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",37.5359,-121.5118,Marsh Fire,80.0,True,0.01,86.9,59.9,2014.0,7.0
201,Shasta,2014-07-05T18:44:00Z,2014-07-08T18:30:00Z,"Off Cassel Road at Thrush Road, in Cassel",40.5719,-121.3415,Cassel Fire,75.0,True,0.1,94.5,61.3,2014.0,7.0
202,Monterey,2014-04-30T14:25:00Z,2014-05-01T19:00:00Z,"San Lucas & Jolon Rd, west of King City ",36.103,-121.117,San Lucas Fire,75.0,False,1.46,71.9,44.0,2014.0,4.0
203,Butte,2014-07-14T18:00:00Z,2014-07-16T08:00:00Z,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",39.4664,-121.6129,Wildlife Fire,72.0,False,0.03,94.5,63.8,2014.0,7.0
204,Tuolumne,2014-09-04T11:51:00Z,2014-09-05T09:15:00Z,Hwy 49 & Jacksonville Rd near the community of Moccasin,37.8316,-120.3434,Jackson Fire,70.0,False,0.96,77.0,50.1,2014.0,9.0
205,Solano,2014-06-12T14:29:00Z,2014-06-13T08:00:00Z,"off Rolling Hills Lane, north of Vacaville ",121.999,38.453,Norman Fire,70.0,False,0.0,87.4,56.4,2014.0,6.0
206,Riverside,2014-03-28T14:31:00Z,2014-03-29T17:15:00Z,Off Ave 62 and Van Buren St in Thermal,33.5982,-116.1985,Van Buren Fire,57.0,False,0.66,76.1,50.0,2014.0,3.0
207,Shasta,2014-05-14T14:00:00Z,2014-05-15T11:30:00Z,Off Perla Rd & Fiddlers Rd in Igo,40.39,-122.721,Fiddler Fire,50.0,False,0.46,76.6,45.7,2014.0,5.0
208,San Bernardino,2014-10-16T14:34:00Z,2014-10-17T18:15:00Z,in Chino Hills State Park near the Bane Canyon entrance,33.93869,-117.70643,Bane Fire,48.0,False,0.03,85.6,58.4,2014.0,10.0
209,San Luis Obispo,2014-07-07T16:12:00Z,2014-07-08T18:30:00Z,along Interlake Road between Monterey & San Luis Obispo County,35.8218,-121.0226,Interlake Fire,47.0,False,0.01,88.7,60.1,2014.0,7.0
210,Fresno,2014-06-09T15:15:00Z,2014-06-11T07:30:00Z,"near the 16,000 block of Highway 168 near Prather",36.991825,-119.525506,Morgan Fire,40.0,True,0.01,85.4,54.6,2014.0,6.0
211,Nevada,2014-07-07T16:35:00Z,2014-07-08T06:56:00Z,on Hutto Rd & Keller Rd in Smartsville,39.1871,-121.2687,Hutto Fire,38.0,False,0.28,87.9,58.4,2014.0,7.0
212,El Dorado,2014-07-09T14:34:00Z,2014-07-09T16:45:00Z,"off Mt Aukum Rd, Somerset ",38.608336,-120.703238,Bible Fire,30.0,False,0.35,88.2,60.7,2014.0,7.0
213,San Diego,2014-05-05T16:36:00Z,2014-05-06T10:20:00Z,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",32.665,-116.222,Jacumba Fire,29.0,False,0.02,80.9,54.2,2014.0,5.0
214,Napa,2014-09-11T15:14:00Z,2014-09-15T14:20:00Z,"Berryessa Estates, North of Lake Berryessa",38.695961,-122.384054,Stage Coach Fire,27.0,False,0.5,85.4,55.8,2014.0,9.0
215,Shasta,2014-08-29T12:21:00Z,2014-08-29T13:15:00Z,"Hyrax Road at Dersch Road, east of Redding",40.0,29.24,Leopard Fire,25.0,False,0.33,89.3,57.8,2014.0,8.0
216,Fresno,2014-06-11T07:30:00Z,2014-06-09T19:15:00Z,near Hwy 180 & Hall Lane near Squaw Valley,36.742747,-119.241493,Hall Fire,25.0,False,0.01,85.4,54.6,2014.0,6.0
217,El Dorado,2014-09-25T18:00:00Z,2014-09-25T07:27:00Z,"Desolation Wilderness, 8 miles west of South Lake Tahoe",38.9195001,-120.1140659,Cascade Fire,20.0,False,1.53,79.9,54.0,2014.0,9.0
218,San Diego,2014-08-16T16:22:00Z,2014-08-17T07:45:00Z,on Kuebler Ranch near Otay Mountain,32.59154,-116.89516,Border Fire,20.0,False,0.56,89.9,62.9,2014.0,8.0
219,Trinity,2014-07-01T03:45:00Z,2014-07-03T10:45:00Z,near the Trinity Pines community,40.41,-123.24,West Fire,15.0,False,0.23,91.7,58.0,2014.0,7.0
220,Madera,2014-08-26T16:23:00Z,2014-12-12T13:45:00Z,Malum Ridge Road near Bass Lake,37.0,18.4,Pines Fire,10.0,False,0.12,88.0,58.9,2014.0,8.0
221,Siskiyou,2014-08-11T22:00:00Z,2014-08-14T09:30:00Z,in the Happy Camp area,41.796,-123.374,Happy Camp Complex,0.0,False,0.31,83.6,53.5,2014.0,8.0
222,Fresno,2015-07-31T19:00:00Z,2015-11-09T12:00:00Z,5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5,36.874,-118.905,Rough Fire ,151623.0,False,0.56,86.0,59.0,2015.0,7.0
223,Lake,2015-07-29T15:29:00Z,2015-08-14T18:15:00Z,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",38.8863538,-122.4762475,Rocky Fire,69438.0,True,0.17,88.2,59.6,2015.0,7.0
224,San Bernardino,2015-06-17T15:52:00Z,2015-08-01T22:15:00Z,"Off Hwy 38, south of Big Bear Lake",34.160277777778,-116.89277777778,Lake Fire,31359.0,False,0.06,98.9,71.4,2015.0,6.0
225,Lake,2015-08-09T15:34:00Z,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",38.8142503,-122.4867319,Jerusalem Fire,25118.0,True,0.15,88.2,58.0,2015.0,8.0
226,Napa,2015-08-09T15:34:00Z,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",38.8142503,-122.4867319,Jerusalem Fire,25118.0,True,0.01,89.4,57.6,2015.0,8.0
227,Lassen,2015-08-03T14:15:00Z,2015-08-04T10:37:00Z,17 miles northeast of Ravendale,40.938,-120.105,Dodge Fire,10570.0,False,0.05,83.7,49.7,2015.0,8.0
228,Tulare,2015-07-19T08:00:00Z,2015-09-05T18:00:00Z,"Golden Trout Wilderness, Sequoia National Forest",36.24,-118.54,Cabin Fire,6980.0,False,1.04,84.0,58.3,2015.0,7.0
229,Madera,2015-07-25T14:30:00Z,2015-08-13T10:30:00Z,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",37.279722,-119.50014,Willow Fire,5702.0,False,0.51,87.4,60.0,2015.0,7.0
230,Modoc,2015-07-30T17:45:00Z,2015-07-31T20:00:00Z,SW of Lava Campground,41.399,-121.392,Frog Fire,4863.0,False,1.32,82.4,51.6,2015.0,7.0
231,San Bernardino,2015-07-17T14:33:00Z,2015-07-21T07:00:00Z,"off Interstate 15, south of Oaks Hills, in the Cajon Pass area",34.339,-117.478,North Fire,4250.0,True,1.2,96.2,71.0,2015.0,7.0
232,Alameda,2015-08-19T14:45:00Z,2015-08-22T18:30:00Z,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",37.3845,-121.3732,Tesla Fire,2700.0,True,0.02,83.7,59.7,2015.0,8.0
233,San Luis Obispo,2015-08-16T18:13:00Z,2015-08-28T18:15:00Z,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",35.3477,-120.6269,Cuesta Fire,2446.0,True,0.0,88.8,58.5,2015.0,8.0
234,Nevada,2015-07-25T14:37:00Z,2015-08-12T19:15:00Z,In the Steep Hollow drainage west of Alta,39.192088,-120.882313,Lowell Fire,2304.0,True,0.46,83.3,56.0,2015.0,7.0
235,Trinity,2015-06-10T15:00:00Z,2015-06-29T09:00:00Z,4 miles northwest of Hyampom,40.924,-123.168,Saddle Fire ,1542.0,False,0.58,87.9,52.6,2015.0,6.0
236,Monterey,2015-09-19T15:00:00Z,2015-09-27T18:15:00Z,Tassajara Rd at Carmel Valley Rd,36.3699644,-121.589554,Tassajara Fire,1086.0,True,0.04,87.2,54.9,2015.0,9.0
237,Riverside,2015-04-18T18:12:00Z,2015-04-24T07:30:00Z,at Hwy 71/Hwy 91 near the Prado Basin,33.884313,-117.642759,Highway Fire,1049.0,True,0.2,80.0,53.2,2015.0,4.0
238,Butte,2015-09-11T14:15:00Z,2015-09-17T19:30:00Z,"off Lumpkin Road and Forbestown Road, Robinson Mill",39.5218,-121.3363,Lumpkin Fire,1042.0,True,0.27,87.3,57.0,2015.0,9.0
239,Madera,2015-06-18T21:00:00Z,2015-06-25T18:45:00Z,"Road 222 and Tunoi Place, north of Auberry",37.165767,-119.523943,Corrine Fire,920.0,True,0.14,88.0,57.6,2015.0,6.0
240,Lake,2015-09-02T14:57:00Z,2015-09-08T19:28:00Z,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",55.23,-122.0,Elk Fire,673.0,True,0.72,84.6,54.7,2015.0,9.0
241,San Benito,2015-10-12T16:00:00Z,2015-10-16T18:00:00Z,"Cienega Rd & Limekiln Rd, south of Hollister",36.70854,-121.32734,Cienega Fire,670.0,True,0.52,80.1,52.6,2015.0,10.0
242,Riverside,2015-08-10T11:44:00Z,2015-08-15T17:30:00Z,Highway 74 east of Highway 371,33.5736,-116.5387,Anza Fire,543.0,False,0.06,101.8,74.7,2015.0,8.0
243,Tulare,2015-07-21T12:35:00Z,2015-07-26T10:30:00Z,"Globe Dr and Mountain Rd, Springville",36.085212,-118.824235,Triple Fire,430.0,True,1.04,84.0,58.3,2015.0,7.0
244,Los Angeles,2015-06-24T13:22:00Z,2015-06-26T17:00:00Z,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",34.361007,-118.535793,Calgrove Fire ,415.0,False,0.04,86.3,61.5,2015.0,6.0
245,Butte,2015-07-29T11:25:00Z,2015-08-03T17:00:00Z,"Swedes Flat Road, 3 miles north of Bangor",39.43963,-121.38794,Swedes Fire,400.0,True,0.06,91.6,62.3,2015.0,7.0
246,Merced,2015-05-11T10:26:00Z,2015-05-11T12:15:00Z,off Hwy 152 near the O’Neill Forebay ,37.08312,-121.06963,Forebay Fire,275.0,False,0.34,78.1,51.2,2015.0,5.0
247,Lake,2015-08-22T17:30:00Z,2015-08-27T15:15:00Z,"off Peterson Lane and Adobe Creek Road, near Kelseyville",38.925764,-122.879272,Peterson Fire,215.0,True,0.15,88.2,58.0,2015.0,8.0
248,Orange,2015-07-13T10:47:00Z,2015-07-15T18:45:00Z,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",33.7626,-117.7274,241 Fire,214.0,False,0.19,81.5,63.6,2015.0,7.0
249,Shasta,2015-07-29T17:55:00Z,2015-08-01T19:00:00Z,"China Gulch, Happy Valley, Southwest of Redding",40.415108,-122.439939,China Fire,212.0,True,0.46,89.8,59.6,2015.0,7.0
250,Tuolumne,2015-07-29T16:30:00Z,2015-08-04T18:00:00Z,off Hwy120 and Sprague Rd near Groveland ,37.823,-120.15644,Big Creek Fire,204.0,True,0.93,79.3,53.4,2015.0,7.0
251,Los Angeles,2015-07-17T21:30:00Z,2015-08-04T08:15:00Z,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines,34.367,-117.683,Pines Fire ,200.0,False,0.36,85.6,62.0,2015.0,7.0
252,Siskiyou,2015-02-24T12:15:00Z,2015-03-02T09:00:00Z,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",41.485,-121.851,Stephens Fire,200.0,False,7.72,52.8,33.3,2015.0,2.0
253,Contra Costa,2015-07-30T11:18:00Z,2015-07-30T16:00:00Z,"Vasco Rd,  3 miles southwest of Byron",37.81629,-121.68113,Vasco Fire,195.0,False,0.02,84.8,59.3,2015.0,7.0
254,Siskiyou,2015-07-13T17:56:00Z,2015-07-14T08:30:00Z,5 miles North of the community of Montague on Cooley Rd,41.8048,-122.5029,Cooley Fire,181.0,False,1.03,83.0,54.7,2015.0,7.0
255,San Diego,2015-06-17T17:03:00Z,2015-06-19T17:45:00Z,"Wildcat Canyon Rd and Barona Rd, east of Fernbrook",32.9421,-116.8534,Wildcat Fire,171.0,False,0.09,87.5,60.2,2015.0,6.0
256,Fresno,2015-09-09T14:30:00Z,2015-09-11T19:17:00Z,Squaw Valley Road and Sand Creek Road,40.400196,-120.553075,Creek Fire,170.0,False,0.16,83.0,55.6,2015.0,9.0
